lecturer_score,single_agent_score,multi_agent_score
77.31278266444805,85.91942163366849,79.27088134595077
88.39747258874227,96.4091244708312,89.98039297684826
74.94489192714963,63.33112880373372,78.01541100007273
73.23847023094577,66.0179241594106,74.52713214352617
79.35799596481591,74.54907215041612,79.85971753608297
83.04306891983299,74.09644979857944,81.79990548075506
71.14694487250664,69.55670277650631,71.4167663293718
73.2998825929462,70.92147050402417,72.9645463622306
81.53956155590957,83.68486195096396,85.70766997821966
85.53892921667337,85.9349721444214,83.57096632110891
89.81113396585744,84.99425859244938,97.17095656455722
69.24918932429227,67.3082733118792,70.42472400862567
88.53946547013035,86.75486201151459,85.049415137866
69.62536164072031,69.64688550369382,68.96020181790021
70.54372863787465,79.64192394667214,72.32314171975968
87.65155766504084,92.58971163281286,88.38842399082607
81.76937512743147,76.80689166595215,77.3290737353213
82.9516738829196,85.66529096147819,89.26155341618868
78.9262733206187,80.43624475611277,79.35304067437256
83.95693548985801,80.90946674360478,87.8539708248316
74.481878198901,81.11388131370246,75.7772900961199
72.54215785391646,68.48768696716009,73.7932221569438
70.2824848624368,71.7120855089836,67.56789119535736
76.71386657849347,82.0535704550267,76.40145983514657
74.67344765958175,76.51754182838475,75.15948809268217
82.0785654131222,88.48741568023027,82.00902575555492
82.6326727265146,79.23911576765266,85.18717219414684
77.6213963533945,72.95221009433358,84.50575470836853
71.61648925603131,69.99711623570502,71.37234157160316
79.01409878504931,75.33006239154592,76.36289774553849
72.98391029218864,70.88986397574793,75.3189752832291
78.76675423007559,81.91412534762594,78.48182048143211
67.10466391508236,59.225297103434336,64.72921247888604
89.59028773042122,99.04091407964718,92.17661376855766
82.96795410907856,92.8106632884284,85.83999474520049
84.53863169917518,75.48527262943378,82.17495408618511
91.795595598133,93.11586921188538,89.97551692718851
69.95797883618151,58.68154158395187,72.35370123953071
87.08077369952515,90.71796845207736,82.88524173115918
66.40498951444549,68.65745360999458,66.50655490869913
86.3845321854608,84.56991828007627,90.01582946000424
72.56670260719103,72.56830603644758,68.26185701518904
71.96179299770915,71.54522976761751,70.66095727496864
74.37790975888656,76.83465922372164,75.52862996153223
69.70666708089716,62.10351955577767,68.6067883498799
89.47839041041821,93.27066281665527,88.81015195027048
92.58545711022803,92.29474874757578,95.03159588280688
68.30945720275089,70.20428753772191,71.58014820054805
74.53927729302518,71.52493149407246,73.93589075048592
78.6488013888921,85.08942903652927,82.67846063532761
87.57852362653139,82.21560974192278,90.1820173912089
82.62678554082055,86.53049887417691,78.46530338058824
77.50412297142734,74.77959397040895,80.15922776528708
71.67121319894916,81.26257534959294,72.21130414259733
79.66909863801004,78.02394645522872,80.07239641031005
80.06730253617187,86.84262921355604,75.13580410479776
84.27994922470226,87.13250700744568,83.36472133415752
87.50882548470493,89.02660485027785,88.85068126552953
80.79973937288388,82.15615638936991,80.3650629993447
66.27812409530014,67.9985002508206,68.31158093409586
81.3874456163629,79.422207778793,82.32922683809471
81.32122663202723,82.97730022979215,85.86281475302424
91.2072452821672,96.15666405592312,93.55489482690436
82.82387254125788,76.20344300993185,81.80718321595214
74.89825968086942,79.09833832808751,77.82983563888007
78.59919576719022,87.27381325720496,81.40636203374764
64.46966170440237,72.08314782063384,65.48610648008646
76.1560896741396,81.14565965864912,75.40976374853597
84.14973396625177,78.40842778202388,84.37802318196546
76.4694629500988,75.25797543068623,70.83289373031192
93.19624562805532,97.05837577899015,96.25550051473188
77.66609704465158,85.9950451561809,73.63160407100456
80.61110078330194,83.88388825416831,81.33261285363349
98.33839976454692,97.11287363540816,98.42461464619112
74.66895008649574,77.28247289031816,75.9026260813601
85.91563315374178,83.67429258447417,85.96547574688132
77.9325799630247,78.36749833457164,69.40589025238353
77.14589060266552,71.45033120666716,85.27887944096919
87.30684933212524,93.84366450182571,86.23917317240154
85.82089579428208,77.27986189981715,83.47677919421567
76.19953644035833,80.43328095879633,77.82415251947434
60.82866008797558,57.76204865821277,65.0858151694238
74.25314045247886,81.00214135898723,76.06030360741349
86.63214465038642,81.8000124641957,86.603319011442
73.7134838652694,79.39567595765227,82.53170552148576
66.64382385677706,69.86207374682654,63.36656857902516
66.4877419914371,60.7302000597669,65.43969023546194
70.20434876308697,67.45264183685002,72.91979790356582
